seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_knn,rmse_knn
3,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6412704027769334,0.2987394263579033
0,beta,54,none,1.0,0.5,raw,none,,54,29.0,20,2,0.7282231592973563,0.2872946264812064
1,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6927845621168875,0.2990343217718867
16,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6752280631576608,0.2866285670799223
9,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,2,0.6631470730527335,0.2898350264478049
2,beta,54,none,1.0,0.5,raw,none,,54,30.0,20,2,0.689593045635345,0.243789595970251
6,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6628749593133813,0.2900464349188618
10,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.7050688850530622,0.2800438103078483
14,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.7280968682642323,0.2737436624124325
8,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6802083333333334,0.2801427370292116
38,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,2,0.6664894121641526,0.2952634967534066
42,beta,54,none,1.0,0.5,raw,none,,54,29.0,20,2,0.6937059120603424,0.2784429313523819
18,beta,54,none,1.0,0.5,raw,none,,54,29.0,10,2,0.6865633035619189,0.299120803319757
26,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6802256532066507,0.2895105214941204
46,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.7113774837536959,0.2850608274105075
30,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.7032833505687693,0.2736121028929505
22,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6904664413158628,0.297062939835152
34,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,2,0.7151771992735062,0.28914007228581
44,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.672160326982662,0.2803676725927566
36,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6861938639395286,0.2938551526874026
20,beta,54,none,1.0,0.5,raw,none,,54,30.0,20,2,0.714195280724614,0.2481412557830873
12,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6899793891487265,0.2919231958439541
4,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6963237476897737,0.2873025879825352
32,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.681674707926649,0.2787364057895343
28,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.663850447920845,0.3037796310799199
40,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6776345429226737,0.2961481884757493
24,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6520233758956089,0.2971181250423982
48,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6748355304615229,0.2894224039884446
37,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,2,0.7139025747894211,0.2800078645734173
5,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.646474305671046,0.2899470584738595
25,beta,54,none,1.0,0.5,raw,none,,54,31.0,50,2,0.7355125100887813,0.264896881490462
49,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.7008406516774718,0.2780096361304949
7,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.7103282828282829,0.2698027169727404
33,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6264698606415436,0.3031919896932235
17,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6631365980161654,0.2819328759993272
31,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6806946048859795,0.2847584078571463
39,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.7162694541231127,0.2908194475948879
29,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.706180485338726,0.291001761189437
19,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.7286194952993568,0.2696319060416079
35,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,2,0.6881666493698181,0.2578872658950788
13,beta,54,none,1.0,0.5,raw,none,,54,29.0,20,2,0.6907766116170192,0.2813330766050883
23,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,2,0.7033719643585116,0.2594902902625958
41,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,2,0.7083244462049423,0.2777708150401622
21,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6794278398739475,0.2758398517883338
45,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6647740017328659,0.2927220895641259
27,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6931498617954573,0.2779198425651015
43,beta,54,none,1.0,0.5,raw,none,,54,31.0,20,2,0.7112421107497762,0.2562200900974581
15,beta,54,none,1.0,0.5,raw,none,,54,31.0,50,2,0.7474096522277911,0.245813225001884
11,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6922800683282863,0.2785835761043423
47,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,2,0.6490177747414093,0.2974056470535578
