n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,beta,6,0.004,0.4556711614115467,0.6761363636363636,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[4.25832462310791, 3.90457820892334, 4.327601432800293, 3.965000629425049, 3.70985746383667, 3.849304676055908, 3.280914068222046, 3.996774196624756, 3.55098032951355, 3.5547292232513428, 4.110549449920654, 3.4923219680786133, 4.104733943939209, 4.27329683303833, 4.278060436248779, 3.85831880569458, 3.4977965354919434, 3.885007619857788, 3.778277635574341, 3.722263813018799, 3.996077299118042, 3.2156357765197754, 4.292949676513672, 3.4416544437408447, 3.5761003494262695, 3.945453643798828, 3.404068946838379, 3.877739906311035, 3.521672248840332, 4.4281768798828125]",raw,Pre-32
1,beta,7,0.004,0.5800657431568639,0.4462915601023018,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.718827486038208, 3.529480218887329, 3.8069164752960205, 3.8517086505889893, 3.725663423538208, 3.3163528442382812, 3.798544406890869, 3.8955326080322266, 3.7303717136383057, 3.8044397830963135, 3.748972177505493, 3.923184871673584, 3.4751086235046387, 3.7985894680023193, 3.7574121952056885, 3.6487886905670166, 3.529157876968384, 3.645800828933716, 3.406128168106079, 3.3291938304901123, 3.695984125137329, 3.1996190547943115, 3.6182358264923096, 3.841240167617798, 3.887237548828125, 3.7339603900909424, 3.698948383331299, 3.6843574047088623, 3.7330071926116943, 3.748443126678467]",raw,Pre-32
1,beta,14,0.014,0.4792743195664877,0.5773273273273273,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.618196487426758, 3.684410810470581, 3.1565537452697754, 3.35807728767395, 3.534478187561035, 3.317854404449463, 3.7925775051116943, 4.029585838317871, 3.5558454990386963, 3.413890838623047, 3.8003897666931152, 3.675557851791382, 3.256763219833374, 3.8963372707366943, 3.8691461086273193, 3.5133180618286133, 3.438316583633423, 3.772958993911743, 3.3881030082702637, 3.367323637008667, 3.952443838119507, 3.8836560249328613, 3.2656354904174805, 3.789943218231201, 3.814695358276367, 3.6081345081329346, 3.789842128753662, 3.8633487224578857, 4.078300952911377, 4.044488430023193]",raw,Pre-32
1,beta,34,0.004,0.5559055494162204,0.5663104965430548,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.3555145263671875, 3.388444185256958, 3.966139316558838, 3.601158857345581, 3.578808307647705, 3.2271573543548584, 3.8322789669036865, 3.7648539543151855, 3.764347553253174, 3.260204792022705, 3.696974515914917, 3.6583399772644043, 3.724043369293213, 3.919793128967285, 3.592226266860962, 3.7293171882629395, 3.859769105911255, 3.822657823562622, 3.2396364212036133, 3.2874624729156494, 3.3250179290771484, 3.6113829612731934, 3.7863147258758545, 3.6114869117736816, 3.926746368408203, 3.373814821243286, 4.08908224105835, 3.985804557800293, 3.771303653717041, 3.363299608230591]",raw,Pre-32
1,beta,15,0.014,0.4553529948892453,0.6253918495297806,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.7891769409179688, 3.01067852973938, 3.5752482414245605, 3.348078966140747, 3.7587149143218994, 3.737863063812256, 3.8288357257843018, 3.796269416809082, 3.3050923347473145, 3.5625011920928955, 3.240384578704834, 3.7098071575164795, 3.4816153049468994, 3.849982261657715, 3.7047581672668457, 3.826230525970459, 3.344764471054077, 3.663806200027466, 3.7787697315216064, 2.9239661693573, 3.104478597640991, 3.8139522075653076, 3.284130096435547, 4.104453086853027, 3.861441135406494, 3.4597904682159424, 3.7133140563964844, 3.147785186767578, 3.7836010456085205, 3.761143207550049]",raw,Pre-32
1,beta,35,0.004,0.4802934435338342,0.5147058823529412,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[4.0657854080200195, 3.899569511413574, 3.3415119647979736, 3.812696695327759, 3.8166487216949463, 3.7994353771209717, 3.8643569946289062, 4.025844573974609, 3.8584132194519043, 3.956901788711548, 3.8141279220581055, 4.0475993156433105, 3.878080129623413, 4.231526851654053, 3.9380950927734375, 3.3692266941070557, 3.471219062805176, 3.525981903076172, 3.9836926460266113, 3.8338775634765625, 3.9409408569335938, 3.63618540763855, 3.447995185852051, 3.8951287269592285, 3.48995041847229, 4.069662570953369, 3.651212692260742, 3.378849983215332, 4.066837310791016, 4.095722198486328]",raw,Pre-32
1,beta,30,0.01,0.4989373567693983,0.5965473145780051,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.905808925628662, 3.917997360229492, 3.9223668575286865, 3.7987496852874756, 3.966155767440796, 3.832777261734009, 3.833116054534912, 3.8426170349121094, 3.863131523132324, 3.800337076187134, 4.044443607330322, 3.904541254043579, 3.8045196533203125, 3.76729416847229, 3.8662800788879395, 3.1552574634552, 3.58280873298645, 3.3082268238067627, 3.7687716484069824, 3.4355828762054443, 3.6706886291503906, 3.5402991771698, 3.719618082046509, 3.376944065093994, 3.725703001022339, 3.928284168243408, 3.7163379192352295, 3.768073320388794, 3.796754837036133, 3.240090847015381]",raw,Pre-32
1,beta,12,0.005,0.5587062322299362,0.3533834586466166,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.256242513656616, 3.441650629043579, 4.175419807434082, 3.334071159362793, 3.727930784225464, 3.7139177322387695, 3.4174604415893555, 3.922379970550537, 3.471334457397461, 3.95269775390625, 3.4809930324554443, 3.7653086185455322, 3.2309579849243164, 3.6508758068084717, 3.6115291118621826, 3.960221529006958, 3.605517864227295, 3.428962469100952, 3.498429775238037, 3.5191783905029297, 4.243574142456055, 3.4937522411346436, 3.7819325923919678, 3.6433703899383545, 3.741178512573242, 4.238603115081787, 3.493462085723877, 4.220914363861084, 3.7404568195343018, 3.6957197189331055]",raw,Pre-32
1,beta,31,0.01,0.4605702052140292,0.6268412438625204,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.962343215942383, 4.061891078948975, 3.8127331733703613, 2.947035551071167, 3.826030731201172, 4.136758804321289, 3.206308364868164, 3.771883726119995, 3.8652920722961426, 4.027682781219482, 3.098726987838745, 3.658935546875, 3.8860960006713867, 3.5134847164154053, 4.147397994995117, 3.123809576034546, 4.1162614822387695, 3.6442198753356934, 3.7695813179016113, 3.3481767177581787, 3.8581957817077637, 3.962963581085205, 3.7389070987701416, 4.00701904296875, 4.205850601196289, 3.743471384048462, 4.003168106079102, 3.949740409851074, 3.709231376647949, 4.247474670410156]",raw,Pre-32
1,beta,38,0.0159,0.4843202221567758,0.5527131782945737,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.2906601428985596, 3.502336025238037, 3.4110631942749023, 3.617649793624878, 3.816997528076172, 3.2834858894348145, 3.6475870609283447, 3.479290246963501, 3.363224744796753, 3.439959764480591, 3.5059711933135986, 3.3044955730438232, 3.642002820968628, 3.637582540512085, 3.624201536178589, 3.7826850414276123, 3.3461170196533203, 3.2500994205474854, 3.595524549484253, 3.3407979011535645, 3.160987615585327, 3.6382668018341064, 3.5776000022888184, 3.405822992324829, 3.656853675842285, 3.3709590435028076, 3.607470989227295, 3.6452245712280273, 3.6200764179229736, 3.551952600479126]",raw,Pre-32
