seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
3,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.435698615357425
1,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.3907697409453056
2,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.5,0.4285185779897504
6,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4391211718254765
0,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4427501845679822
22,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.3710471475350964
8,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4236517332573052
10,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,10,0.5,0.4044116129211916
4,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.4468580662913506
12,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,5,0.5,0.4407602156819993
11,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.3429159971086185
46,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.4068940815648221
26,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.4267845581891806
30,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.3752389186478407
14,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4072285201576802
18,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.4234378441671964
34,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.5,0.3817768880547005
31,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4276590847134675
7,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,10,0.5,0.3932778305189981
38,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.5,0.3608700916377989
42,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4147361457768795
16,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,10,0.5,0.449543412686762
47,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4076546447535148
27,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4358430206299289
43,bernoulli,54,none,0.3,1.0,pca,none,,54,31.0,5,0.5,0.3643297630613852
35,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,10,0.5,0.4510373497096351
15,bernoulli,54,none,0.3,1.0,pca,none,,54,31.0,50,0.5,0.4119591823445795
19,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.3825924299174184
39,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.3522457794365724
23,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,10,0.5,0.4114463679670346
36,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.433615933099977
44,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.4157845119332595
9,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,20,0.5,0.4288025499620342
48,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.3890027118995298
32,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.3833990080523606
40,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4524677706142122
20,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,20,0.5,0.4650722871500828
28,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4811759334392435
24,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4596939283812279
33,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4053725155975689
5,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4109415801103181
13,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,5,0.5,0.3329537087618464
45,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4367657699249008
21,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.4124342194039554
17,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.3823216463784391
49,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5,0.3801631726482487
41,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.5,0.4790328675204883
29,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5,0.4067572214907543
25,bernoulli,54,none,0.3,1.0,pca,none,,54,31.0,5,0.5,0.3572944872701246
37,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.5,0.4081274993784902
