seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
1,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.575951291775817,0.4852381982562131,2.0
6,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,10,0.5140047624758022,0.4849551787017198,2.0
3,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5800993814911645,0.4681950463015407,2.0
0,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.552677976567705,0.4909383878450967,2.0
4,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5821004146437223,0.476856375589315,2.0
7,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.579520202020202,0.4440642479923214,2.0
2,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5137772122663701,0.4556137338404485,2.0
12,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5796518804570626,0.4652236059625601,2.0
26,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5656896844248388,0.4895795727308057,2.0
32,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.545673432416445,0.4495715870293517,2.0
36,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,5,0.5654539272356341,0.4871706424657046,2.0
16,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5440264675489183,0.4736058335633258,2.0
42,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,20,0.5820870599351613,0.4708716854437537,2.0
18,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6290618707809037,0.4724580806473914,2.0
47,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6023725624153513,0.4297387352654841,2.0
44,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5589162106928605,0.496430200341817,2.0
8,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5579402515723271,0.5097395206943919,2.0
21,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5675562558471612,0.450404435117264,2.0
24,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5148834540821091,0.5246851556031481,2.0
34,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5991332138033809,0.4970852413071592,2.0
19,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5649035131123207,0.4468452777181486,2.0
35,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.4994637976960597,0.4599766657705564,2.0
46,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5457295429191078,0.5213336226626338,2.0
48,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5992677639704586,0.4809846511888109,2.0
29,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.539891304347826,0.4611873272958688,2.0
39,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5019930313588851,0.5361648299865917,2.0
45,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,20,0.5424354243542435,0.4986480824111868,2.0
28,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5229914594197085,0.51090545670475,2.0
20,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.521731561538908,0.457196800700539,2.0
40,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5752196305701179,0.4515045227793768,2.0
38,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,20,0.5612751339394938,0.4651865296379976,2.0
30,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5666645122371596,0.4496022121942642,2.0
10,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5703774293568598,0.4585884009444101,2.0
14,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5900532521871434,0.4364982614788465,2.0
22,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5541016169500975,0.4946935071116576,2.0
27,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5468773785202099,0.475222203708545,2.0
15,bernoulli,54,none,1.0,0.25,raw,none,,54,31.0,50,0.5517548110840504,0.4602902604251358,2.0
23,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,20,0.5333673053403996,0.4912075702407729,2.0
43,bernoulli,54,none,1.0,0.25,raw,none,,54,31.0,20,0.5090081923560672,0.4799366617633838,2.0
11,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5488644304682041,0.4620136048885815,2.0
31,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5915185256492534,0.4395577369788784,2.0
41,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,20,0.6171425089125202,0.4171299941187213,2.0
17,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5643838104559995,0.4649910893663219,2.0
13,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,20,0.5634442900996381,0.4780073307823926,2.0
9,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.6141388485728109,0.4459228348542718,2.0
