seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
6,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.8666666666666666,0.2798123038604165
2,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.8205128205128205,0.282187409638552
3,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.6026492130278945,0.2688677540897428
5,beta,54,none,1.0,1.0,sae,none,,54,6.0,20,0.6102958304216166,0.4323218308308092
4,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5738601823708207,0.3164085105532673
0,beta,54,none,1.0,1.0,sae,none,,54,6.0,50,0.5895622895622896,0.368650747131528
1,beta,54,none,1.0,1.0,sae,none,,54,6.0,50,0.621512280427009,0.3633005485741054
7,beta,54,none,1.0,1.0,sae,none,,54,8.0,5,0.5403260869565217,0.2983458622951257
14,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5474278272194487,0.2844848174492259
19,beta,54,none,1.0,1.0,sae,none,,54,7.0,20,0.6712109061748195,0.4500757418574215
43,beta,54,none,1.0,1.0,sae,none,,54,7.0,5,0.5258537758537759,0.344574524633482
46,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5491349480968859,0.2650952245232152
27,beta,54,none,1.0,1.0,sae,none,,54,5.0,50,0.4905163168377508,0.3714196430530962
34,beta,54,none,1.0,1.0,sae,none,,54,7.0,10,0.6388822115384616,0.327104844562361
38,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5322431144067797,0.2720270564738214
18,beta,54,none,1.0,1.0,sae,none,,54,7.0,5,0.618910704017087,0.2492077463285872
22,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5307643176495634,0.2922990137365474
10,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5456168264193411,0.2530495495844768
26,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.508939974457216,0.3121162203729158
42,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.6175136116152451,0.2438491301822382
45,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.68048128342246,0.2568170083616444
44,beta,54,none,1.0,1.0,sae,none,,54,7.0,10,0.5766666666666667,0.4804812173854066
11,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.6811572327044026,0.2562171531187344
30,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.4968717600371813,0.3098974935770306
35,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.472994085481531,0.3185661323217539
47,beta,54,none,1.0,1.0,sae,none,,54,8.0,5,0.4765880217785844,0.3274811831739697
31,beta,54,none,1.0,1.0,sae,none,,54,7.0,5,0.460446247464503,0.2878515421452841
39,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.4631081081081081,0.2656180156462711
41,beta,54,none,1.0,1.0,sae,none,,54,7.0,5,0.5667903525046382,0.2928908435233606
48,beta,54,none,1.0,1.0,sae,none,,54,7.0,20,0.5852059925093633,0.4820323715320567
23,beta,54,none,1.0,1.0,sae,none,,54,7.0,10,0.5172251913910155,0.3114309741711983
28,beta,54,none,1.0,1.0,sae,none,,54,6.0,20,0.5616322534709861,0.3864249837971736
15,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5430038510911426,0.2694698761433495
32,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.6134638922888617,0.4632926514944981
12,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.6050064637442708,0.2651491812065541
16,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5677305745102356,0.2633582616628031
29,beta,54,none,1.0,1.0,sae,none,,54,7.0,10,0.5362167189861644,0.3402941996099963
33,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5781636813746907,0.2724857387398132
40,beta,54,none,1.0,1.0,sae,none,,54,8.0,5,0.5338856669428335,0.2544627473421371
49,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5461451247165532,0.2819621817851039
24,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.4469298245614035,0.3214357383341525
9,beta,54,none,1.0,1.0,sae,none,,54,6.0,20,0.6442173479561316,0.3765705915032822
20,beta,54,none,1.0,1.0,sae,none,,54,8.0,5,0.5526565464895635,0.2292973523240588
25,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5297297297297296,0.3204590880687196
13,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5036322725811637,0.30908276646724
8,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5922101449275362,0.3808398315110408
17,beta,54,none,1.0,1.0,sae,none,,54,7.0,10,0.5187470336971998,0.326416015625
36,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5540464063384267,0.343627463521692
37,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.4942261904761904,0.2605544711125203
21,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5895604395604396,0.2882918187920377
