seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,32,0.5,raw,32,0.5,0.4526837930407725
1,beta,1,32,0.5,raw,32,0.5,0.4475406484150429
10,beta,1,32,0.5,raw,32,0.5,0.4472250774277923
11,beta,1,32,0.5,raw,32,0.5,0.4594174877941078
12,beta,1,32,0.5,raw,32,0.5,0.4726036294697676
13,beta,1,32,0.5,raw,32,0.5,0.4366640039567838
14,beta,1,32,0.5,raw,32,0.5,0.453450940732814
15,beta,1,32,0.5,raw,32,0.5,0.4606281956130919
16,beta,1,32,0.5,raw,32,0.5,0.4397338479183963
17,beta,1,32,0.5,raw,32,0.5,0.4525079801287826
18,beta,1,32,0.5,raw,32,0.5,0.4691365555484312
19,beta,1,32,0.5,raw,32,0.5,0.4626084606478446
2,beta,1,32,0.5,raw,32,0.5,0.4482847538435839
20,beta,1,32,0.5,raw,32,0.5,0.4525326112197625
21,beta,1,32,0.5,raw,32,0.5,0.4625568876849913
22,beta,1,32,0.5,raw,32,0.5,0.4801895291693812
23,beta,1,32,0.5,raw,32,0.5,0.4453238268298455
24,beta,1,32,0.5,raw,32,0.5,0.453164542873415
25,beta,1,32,0.5,raw,32,0.5,0.4403241997566157
26,beta,1,32,0.5,raw,32,0.5,0.4499320959144729
27,beta,1,32,0.5,raw,32,0.5,0.4481554134375186
28,beta,1,32,0.5,raw,32,0.5,0.450715564986571
29,beta,1,32,0.5,raw,32,0.5,0.4606408279784427
3,beta,1,32,0.5,raw,32,0.5,0.4500423510808514
30,beta,1,32,0.5,raw,32,0.5,0.4426598933777232
31,beta,1,32,0.5,raw,32,0.5,0.4605476055835109
32,beta,1,32,0.5,raw,32,0.5,0.4631442570254197
33,beta,1,32,0.5,raw,32,0.5,0.4403898639817875
34,beta,1,32,0.5,raw,32,0.5,0.4544417388942866
35,beta,1,32,0.5,raw,32,0.5,0.4597710381434718
36,beta,1,32,0.5,raw,32,0.5,0.4504157166054887
37,beta,1,32,0.5,raw,32,0.5,0.4440384592129729
38,beta,1,32,0.5,raw,32,0.5,0.4526669390321304
39,beta,1,32,0.5,raw,32,0.5,0.4693432233088547
4,beta,1,32,0.5,raw,32,0.5,0.4510489952895731
40,beta,1,32,0.5,raw,32,0.5,0.4448669949009894
41,beta,1,32,0.5,raw,32,0.5,0.4453316065386931
42,beta,1,32,0.5,raw,32,0.5,0.4292972873619813
43,beta,1,32,0.5,raw,32,0.5,0.4404272176669073
44,beta,1,32,0.5,raw,32,0.5,0.4599273086208738
45,beta,1,32,0.5,raw,32,0.5,0.4571439164013171
46,beta,1,32,0.5,raw,32,0.5,0.4484738019544787
47,beta,1,32,0.5,raw,32,0.5,0.4609220793132729
48,beta,1,32,0.5,raw,32,0.5,0.4540816928249097
49,beta,1,32,0.5,raw,32,0.5,0.4592795214397593
5,beta,1,32,0.5,raw,32,0.5,0.45811747395161
6,beta,1,32,0.5,raw,32,0.5,0.4534399483665233
7,beta,1,32,0.5,raw,32,0.5,0.4505965953768548
8,beta,1,32,0.5,raw,32,0.5,0.4476743271724488
9,beta,1,32,0.5,raw,32,0.5,0.4455451692123442
