seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,4,1.0,raw,4,0.5677830940988835,0.4547284628909743
6,beta,1,4,1.0,raw,4,0.5371064467766117,0.4726559662621017
38,beta,1,4,1.0,raw,4,0.6775501493811353,0.4016733973811074
3,beta,1,4,1.0,raw,4,0.5644970414201184,0.4568469988465197
47,beta,1,4,1.0,raw,4,0.7127371273712737,0.4429804657424565
31,beta,1,4,1.0,raw,4,0.6450629050705299,0.4410296834051419
7,beta,1,4,1.0,raw,4,0.5836466165413533,0.4165880625809215
30,beta,1,4,1.0,raw,4,0.6014328808446455,0.464090795328656
42,beta,1,4,1.0,raw,4,0.6838118022328549,0.4392923018441174
26,beta,1,4,1.0,raw,4,0.6525879917184264,0.4163027743944649
27,beta,1,4,1.0,raw,4,0.5212121212121211,0.450420695588863
46,beta,1,4,1.0,raw,4,0.6505747126436782,0.4043397558203542
34,beta,1,4,1.0,raw,4,0.6465517241379309,0.4409628303492207
23,beta,1,4,1.0,raw,4,0.4921289355322339,0.4926398333165316
19,beta,1,4,1.0,raw,4,0.6846011131725418,0.3974065345066615
15,beta,1,4,1.0,raw,4,0.720486111111111,0.3949793546448052
39,beta,1,4,1.0,raw,4,0.575925925925926,0.4595555748544195
11,beta,1,4,1.0,raw,4,0.6775210084033614,0.4281371671799358
35,beta,1,4,1.0,raw,4,0.6877811094452773,0.4071630707422073
43,beta,1,4,1.0,raw,4,0.5810283687943262,0.4749559934208014
2,beta,1,4,1.0,raw,4,0.6433925049309666,0.449955874504895
22,beta,1,4,1.0,raw,4,0.7240740740740741,0.4018466804813452
18,beta,1,4,1.0,raw,4,0.7295454545454545,0.4264082360701893
10,beta,1,4,1.0,raw,4,0.5428571428571429,0.4734573511173169
14,beta,1,4,1.0,raw,4,0.6027911969940956,0.390605334740591
28,beta,1,4,1.0,raw,4,0.785954785954786,0.3616265997285926
44,beta,1,4,1.0,raw,4,0.5059092642012962,0.4699905827268712
12,beta,1,4,1.0,raw,4,0.6931643625192012,0.4137809443931122
36,beta,1,4,1.0,raw,4,0.6385185185185185,0.4433943276764756
24,beta,1,4,1.0,raw,4,0.7134711332858161,0.4254523940905432
48,beta,1,4,1.0,raw,4,0.6337890625,0.4493767999339764
20,beta,1,4,1.0,raw,4,0.7158730158730159,0.4100802578237443
8,beta,1,4,1.0,raw,4,0.6833333333333333,0.4384630026982706
16,beta,1,4,1.0,raw,4,0.6764925373134328,0.4265440311555772
40,beta,1,4,1.0,raw,4,0.540126913027249,0.4662577496516103
4,beta,1,4,1.0,raw,4,0.552848575712144,0.4769603913024713
32,beta,1,4,1.0,raw,4,0.5794270833333333,0.4553157529799819
25,beta,1,4,1.0,raw,4,0.547265625,0.4721952191825778
13,beta,1,4,1.0,raw,4,0.6600840336134454,0.3981239917987891
41,beta,1,4,1.0,raw,4,0.576953125,0.4484163332472798
49,beta,1,4,1.0,raw,4,0.6603422619047619,0.4360331741407566
37,beta,1,4,1.0,raw,4,0.7436182019977803,0.4212844211710008
33,beta,1,4,1.0,raw,4,0.6803030303030303,0.4353924978049272
9,beta,1,4,1.0,raw,4,0.6168154761904762,0.4556526519484731
17,beta,1,4,1.0,raw,4,0.7124255952380952,0.4317498910270955
45,beta,1,4,1.0,raw,4,0.650834879406308,0.4432314549561484
1,beta,1,4,1.0,raw,4,0.5716925351071692,0.4599824969185544
29,beta,1,4,1.0,raw,4,0.6925638179800222,0.4149740370132025
21,beta,1,4,1.0,raw,4,0.6907140214576396,0.4316407113053593
5,beta,1,4,1.0,raw,4,0.5364560318161733,0.4481919370587741
