seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,bernoulli,32,none,1.0,raw,32,0.7204251918618884,0.2715586142267459
1,bernoulli,32,none,1.0,raw,32,0.6500672375964329,0.299935464573492
10,bernoulli,32,none,1.0,raw,32,0.8038955733808675,0.2473032761483658
11,bernoulli,32,none,1.0,raw,32,0.6691459547164245,0.2789326673974147
12,bernoulli,32,none,1.0,raw,32,0.6325993640699522,0.2774628128445951
13,bernoulli,32,none,1.0,raw,32,0.7422329628506026,0.2386417866298117
14,bernoulli,32,none,1.0,raw,32,0.7115135130610912,0.26086294399675
15,bernoulli,32,none,1.0,raw,32,0.7647855956515175,0.2538908440244266
16,bernoulli,32,none,1.0,raw,32,0.7716481994459834,0.2559786365738774
17,bernoulli,32,none,1.0,raw,32,0.6975267207104869,0.2626054886756032
18,bernoulli,32,none,1.0,raw,32,0.7322163433274544,0.2497576716292961
19,bernoulli,32,none,1.0,raw,32,0.7192152988497637,0.2591491497248854
2,bernoulli,32,none,1.0,raw,32,0.7787368604356637,0.2379988184722254
20,bernoulli,32,none,1.0,raw,32,0.7706534143482819,0.2567687726405611
21,bernoulli,32,none,1.0,raw,32,0.551331731638637,0.2806719429114993
22,bernoulli,32,none,1.0,raw,32,0.724277717223097,0.2837484568289247
23,bernoulli,32,none,1.0,raw,32,0.7074837247985315,0.2753105182338231
24,bernoulli,32,none,1.0,raw,32,0.7165172166427547,0.2786381830371454
25,bernoulli,32,none,1.0,raw,32,0.8008823627343256,0.2464127667810465
26,bernoulli,32,none,1.0,raw,32,0.7066401312427723,0.2730182021425545
27,bernoulli,32,none,1.0,raw,32,0.6615659895462105,0.2643197189413238
28,bernoulli,32,none,1.0,raw,32,0.6954831602140383,0.290733187545276
29,bernoulli,32,none,1.0,raw,32,0.664878270051607,0.289926217986431
3,bernoulli,32,none,1.0,raw,32,0.610425544730383,0.2931082075713861
30,bernoulli,32,none,1.0,raw,32,0.7045692149346388,0.2517340987041028
31,bernoulli,32,none,1.0,raw,32,0.6623997615951451,0.2693055769950561
32,bernoulli,32,none,1.0,raw,32,0.6229361723547769,0.2798342037649364
33,bernoulli,32,none,1.0,raw,32,0.6363963808206548,0.2979591800571154
34,bernoulli,32,none,1.0,raw,32,0.6750466266276542,0.2678233505686063
35,bernoulli,32,none,1.0,raw,32,0.7385712278210448,0.2491244242231316
36,bernoulli,32,none,1.0,raw,32,0.7597044828449786,0.2484183945896983
37,bernoulli,32,none,1.0,raw,32,0.6390097952171623,0.2746539984487186
38,bernoulli,32,none,1.0,raw,32,0.6445907652528169,0.2993064368425058
39,bernoulli,32,none,1.0,raw,32,0.7442903865075736,0.2735494929257188
4,bernoulli,32,none,1.0,raw,32,0.68971689156589,0.2627179728097538
40,bernoulli,32,none,1.0,raw,32,0.6866254177109441,0.2688145992354072
41,bernoulli,32,none,1.0,raw,32,0.7046740248437375,0.2568084789146065
42,bernoulli,32,none,1.0,raw,32,0.7612161661104933,0.2384009217094238
43,bernoulli,32,none,1.0,raw,32,0.7117330992565402,0.2643203813528356
44,bernoulli,32,none,1.0,raw,32,0.6689993564993566,0.2595721363149941
45,bernoulli,32,none,1.0,raw,32,0.6159657411351638,0.2849264786863235
46,bernoulli,32,none,1.0,raw,32,0.6836742424242425,0.2607180123426749
47,bernoulli,32,none,1.0,raw,32,0.7270605570871755,0.2568382437134681
48,bernoulli,32,none,1.0,raw,32,0.6907584472267945,0.271883636644359
49,bernoulli,32,none,1.0,raw,32,0.705465909090909,0.2414473097489787
5,bernoulli,32,none,1.0,raw,32,0.6159922333524559,0.2925730130572838
6,bernoulli,32,none,1.0,raw,32,0.7250953696395686,0.2655454544563601
7,bernoulli,32,none,1.0,raw,32,0.7563768995019793,0.2393303975142278
8,bernoulli,32,none,1.0,raw,32,0.7033152909336942,0.2552884553491801
9,bernoulli,32,none,1.0,raw,32,0.7006503378378379,0.2676790144682285
