seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
3,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6254187676792522,0.4601011123394635
2,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6243464960713256,0.4807885354091031
1,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.593852411649887,0.5762735050893797
0,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5858977035847901,0.5178052008234681
4,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6337600734117128,0.4937281639968557
8,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.579275143344181,0.524418324714261
32,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6018651513038629,0.5199247605195714
7,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.582269745625154,0.4854333912201712
6,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5903532237419281,0.5238259141208267
35,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6447997584603249,0.4703142292840032
15,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5974228277941162,0.5064452618923669
47,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5904411577626817,0.4761357194350311
31,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6143573455286093,0.4630663091714229
22,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6161373880620685,0.4761942237822908
38,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5885222854263875,0.5125655818474903
26,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.6203998940178086,0.5225305243524103
43,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5802272887839243,0.52735660678591
18,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6476332415156425,0.4816805901076952
39,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6020026718194613,0.4717206443553995
27,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5933285020272087,0.5445392591634499
19,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5872602777471619,0.4834253014700433
30,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5967594327836082,0.5121937941885396
11,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6084575157686202,0.5272182173901205
5,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6549467980430289,0.429660293411361
23,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6115146314104601,0.4697498149231957
42,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5962980577329744,0.5336427099238389
14,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5770396231019014,0.5205285961016826
34,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6339411721913722,0.4809222213618444
10,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6002241457596091,0.5479698665401939
46,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6181948792700674,0.5278821669066511
12,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6066959351485267,0.4785123085374151
16,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6246609549781421,0.5232730436322309
48,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5733684124043977,0.5122720188046118
44,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6149100426175742,0.5022590684485053
28,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6150379060727207,0.4832268921072959
20,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6269468321535242,0.4567646977336229
36,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6070427289048475,0.5092110961076652
40,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6297912205567451,0.4543752358342835
24,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5908085042874199,0.5214521133787502
17,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5578504801097394,0.5235067862587282
9,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6365867468705859,0.4682655374094816
33,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6223054248257671,0.4873772760119423
25,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6020079002303484,0.5177531684122804
37,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6162074598210138,0.4723545088632658
49,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5869748300957267,0.5153431266441783
29,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.637520155130218,0.4739651644567269
41,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5554977390122366,0.5156304619239744
45,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.637433699244464,0.4526831017754151
21,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.6464731703890997,0.4724257987155795
13,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5599732554465442,0.5459483879588902
