seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
3,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3008457461479408
7,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2842444120023915
6,beta,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5,0.3049923154574211
2,beta,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5,0.249938741271649
1,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3144888531782103
5,beta,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5,0.2956686481045133
0,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.310764212699925
4,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2999784854287124
8,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2916124611393694
11,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2923835377247798
18,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2927036484697504
12,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3077881837331659
19,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2870323181547787
39,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3096463925229261
34,beta,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5,0.3050421582461924
43,beta,54,none,1.0,0.1,raw,none,,54,31.0,50,0.5,0.2733732147943425
31,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2945496439565599
15,beta,54,none,1.0,0.1,raw,none,,54,31.0,50,0.5,0.2713986680020976
30,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2851120640212962
23,beta,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5,0.2783001273347849
35,beta,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5,0.2719838467115802
47,beta,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5,0.2986724048862252
27,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2924534780438332
42,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.291242971519668
38,beta,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5,0.3014507150752902
46,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3008000132665669
14,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2911869671152073
22,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3120043519393612
26,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3049968835991973
9,beta,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5,0.3016175867079479
10,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2969009990350265
16,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3044426618994805
25,beta,54,none,1.0,0.1,raw,none,,54,31.0,50,0.5,0.2868994379958176
28,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3191231885089853
24,beta,54,none,1.0,0.1,raw,none,,54,29.0,5,0.5,0.3128436821287891
41,beta,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5,0.2863637883769426
49,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2981075250154427
17,beta,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5,0.2908501506636821
36,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3124015176087808
44,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2849222947942069
20,beta,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5,0.2628196648880906
37,beta,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5,0.2999600060944392
21,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2867043811201565
48,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2967179409978283
45,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3101265059461089
40,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.30291405544616
32,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.2858223777155226
13,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3021416183126297
29,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.3063813103189792
33,beta,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5,0.30997678623652397
