seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
3,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.567121197884136,0.4653366745099694
1,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5552702802504051,0.4849473279194833
0,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5512033019711078,0.4915258107495275
4,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5865724381625442,0.4969862321591126
8,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5222209119496856,0.4728191820014121
10,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5595232387162768,0.461903158627744
2,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.4957176767460758,0.444222890705101
6,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,10,0.4981755263563634,0.4753599942196438
15,bernoulli,54,none,1.0,0.05,raw,none,,54,31.0,50,0.4723788257090099,0.4637284402642659
35,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,20,0.5420889980512218,0.4578744332145746
47,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,10,0.6056596310812268,0.4349057049877723
43,bernoulli,54,none,1.0,0.05,raw,none,,54,31.0,50,0.4765673688146579,0.4915757995086797
38,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5523350160028361,0.4601095813861259
18,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.622925003423459,0.4560476788588782
19,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5856877783275607,0.4373962926563172
31,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5920827450477046,0.4308650786782317
40,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.6038663171690695,0.4411807201451975
7,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5537920875420875,0.4505126066687917
11,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5452713720009318,0.4608158015571761
26,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5362529691211402,0.4916352398036576
39,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5302067363530778,0.4757089318747841
13,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5555727049784775,0.4826920714072357
45,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5340965566985825,0.4830584476768374
41,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.6079039580730674,0.4078946933276763
25,bernoulli,54,none,1.0,0.05,raw,none,,54,31.0,50,0.5025625504439064,0.4856442004842607
14,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5735183575141735,0.4815792338529096
49,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5512437353441537,0.4548144579477379
37,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5599350437258771,0.4670206275872895
22,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5245461039866184,0.5008663480109938
30,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5416623578076525,0.4515864626588373
34,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5958180040050295,0.4423486894327046
46,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5847811332235945,0.4612306858557344
23,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5016335682254964,0.4868153502243357
5,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5413017166509599,0.4928142251012938
42,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5568011501555805,0.5073822840045347
48,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.6166756988380007,0.4841062046069472
16,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5245841528050935,0.4937741726378427
27,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5386992749268917,0.5316244376561007
12,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5845328018300624,0.4568627364708398
17,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5196516684998134,0.4856051084011318
21,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,20,0.5404226916364392,0.4422234254403468
33,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5479714686237322,0.4632430686463013
24,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.4966510560514483,0.519568076298485
20,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5153669228699693,0.5008476344249697
36,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5517877226479744,0.4858514832295673
29,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.528159757330637,0.4568980259187465
32,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5221527469683526,0.4638752665569061
9,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5626058297048864,0.457468019759156
28,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.4952345734723893,0.5055814001384793
44,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,20,0.5857911969587096,0.4333302152350312
