seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
42,bernoulli,54,none,1.0,1.0,raw,2,0.4075438180721136,0.585388085527129,0.2304545091011599,0.9645250501002004
42,bernoulli,54,none,1.0,1.0,raw,3,0.4079418715261316,0.5737702385366457,0.2342934466572588,0.9621362725450904
42,bernoulli,54,none,1.0,1.0,raw,4,0.4100963912154419,0.5725883697935978,0.2356857523017528,0.9621563126252504
42,bernoulli,54,none,1.0,1.0,raw,5,0.4091895564307143,0.5897679520454826,0.236592452346373,0.961931863727455
42,bernoulli,54,none,1.0,1.0,raw,6,0.4102101063564893,0.5591629588431591,0.235473039546237,0.9605290581162323
42,bernoulli,54,none,1.0,1.0,raw,7,0.4118513592257988,0.6063836361389198,0.240413180543052,0.9609058116232464
42,bernoulli,54,none,1.0,1.0,raw,8,0.4156525688779869,0.5708271536274874,0.2386618451322616,0.959250501002004
42,bernoulli,54,none,1.0,1.0,raw,9,0.4142014252425852,0.5959399332591768,0.2352030511079364,0.9625250501002004
42,bernoulli,54,none,1.0,1.0,raw,10,0.416115905423989,0.551886355209492,0.2411587616247282,0.9601763527054108
42,bernoulli,54,none,1.0,1.0,raw,11,0.417649066633508,0.5518168335187245,0.2419367076217301,0.960248496993988
42,bernoulli,54,none,1.0,1.0,raw,12,0.4167215867405482,0.5811240884933877,0.2316678984798528,0.9577635270541084
42,bernoulli,54,none,1.0,1.0,raw,13,0.4172683980278602,0.5964265850945494,0.2317138353548117,0.9588977955911824
42,bernoulli,54,none,1.0,1.0,raw,14,0.418060595679854,0.6086276418242492,0.2361501543793667,0.9600200400801604
42,bernoulli,54,none,1.0,1.0,raw,15,0.4200681032585508,0.560901001112347,0.2446550671262232,0.9612144288577156
42,bernoulli,54,none,1.0,1.0,raw,16,0.4223991952081079,0.5882461994809047,0.2427723805534206,0.9639719438877756
42,bernoulli,54,none,1.0,1.0,raw,17,0.4210160659728268,0.6215625386231616,0.2440325001657601,0.959190380761523
42,bernoulli,54,none,1.0,1.0,raw,18,0.4226353292875597,0.574959831912001,0.2375849101469079,0.9626973947895792
42,bernoulli,54,none,1.0,1.0,raw,19,0.4237477626291359,0.5666172290198986,0.2450188063196106,0.9611983967935872
42,bernoulli,54,none,1.0,1.0,raw,20,0.4231366788697668,0.5913206031392906,0.237390275128253,0.9613226452905812
42,bernoulli,54,none,1.0,1.0,raw,21,0.423634058386385,0.5593869731800766,0.2348857321685409,0.9599839679358716
42,bernoulli,54,none,1.0,1.0,raw,22,0.4355369190395354,0.5697766036336671,0.2572129821668266,0.961062124248497
42,bernoulli,54,none,1.0,1.0,raw,23,0.4243650595072398,0.5746894697812385,0.2380261071425697,0.9576112224448896
42,bernoulli,54,none,1.0,1.0,raw,24,0.4268467720941896,0.6022393709059449,0.2475990247346331,0.9619559118236474
42,bernoulli,54,none,1.0,1.0,raw,25,0.4250029353433106,0.5562044246693858,0.2341584079036659,0.96337875751503
42,bernoulli,54,none,1.0,1.0,raw,26,0.4368887275372733,0.6099755901619083,0.2526255808271009,0.9626973947895792
42,bernoulli,54,none,1.0,1.0,raw,27,0.4264362965946586,0.5691663576813744,0.237999984584936,0.9616713426853708
42,bernoulli,54,none,1.0,1.0,raw,28,0.4272509590961814,0.5505499938202942,0.2400425944056828,0.9601763527054108
42,bernoulli,54,none,1.0,1.0,raw,29,0.4258810153936071,0.6132933197379804,0.2351462152944435,0.9620521042084168
42,bernoulli,54,none,1.0,1.0,raw,30,0.4270925191341121,0.5762266716104314,0.241910198876246,0.959254509018036
17,bernoulli,54,none,1.0,1.0,raw,2,0.412540355066659,0.5590658631398033,0.209349233550661,0.9744569784730752
5,bernoulli,54,none,1.0,1.0,raw,2,0.4103495914170406,0.5877204595266463,0.1972984532149413,0.9734920949495848
41,bernoulli,54,none,1.0,1.0,raw,2,0.3894377978034022,0.571900466809083,0.2155433534761069,0.9680762264745256
13,bernoulli,54,none,1.0,1.0,raw,2,0.4244117410230278,0.5579304448550705,0.2127396109192666,0.9725151077380104
0,bernoulli,54,none,1.0,1.0,raw,2,0.4239171897019332,0.5533541633669782,0.1993077397272967,0.9787485337539942
4,bernoulli,54,none,1.0,1.0,raw,2,0.4095540485054371,0.572819878289832,0.2156444281657369,0.9663308578971228
37,bernoulli,54,none,1.0,1.0,raw,2,0.410349228283554,0.5762431696947387,0.2217936621927398,0.9640440531128792
12,bernoulli,54,none,1.0,1.0,raw,2,0.4033901163430373,0.5931001589825119,0.2054760840959978,0.9739279355523796
9,bernoulli,54,none,1.0,1.0,raw,2,0.3952057426654615,0.5939442567567568,0.2218277222673436,0.9704302788844622
10,bernoulli,54,none,1.0,1.0,raw,2,0.4106501738787693,0.5753119429590019,0.2009410552456352,0.9697024571230816
3,bernoulli,54,none,1.0,1.0,raw,2,0.4052506773658847,0.6184553298498697,0.2229159329898442,0.9669516129032256
14,bernoulli,54,none,1.0,1.0,raw,2,0.4079220730550245,0.5580571992935879,0.2286012684673625,0.9588034678396125
48,bernoulli,54,none,1.0,1.0,raw,2,0.3835701548667344,0.5721458822659097,0.2167962993579817,0.9760927771352524
18,bernoulli,54,none,1.0,1.0,raw,2,0.3932420042186646,0.5943970866810373,0.2088764928282714,0.9740975915795196
16,bernoulli,54,none,1.0,1.0,raw,2,0.4227107740901735,0.5618178670360111,0.2268681437662268,0.9592080900156674
19,bernoulli,54,none,1.0,1.0,raw,2,0.384867562669714,0.6331239856044034,0.216765530356551,0.9662327384956276
