seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
3,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4534961232962825
0,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4727943313294712
4,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4733412169445811
1,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4632618538204028
2,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4462023594480975
7,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.436599281088691
45,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4332041493602367
6,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5,0.4657215517542503
23,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4429309976896318
11,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4752486205705573
15,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4666253896180761
43,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.462591742746938
27,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4881033458864278
39,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4360074059006144
35,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4463503438666442
34,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4637747421502055
31,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4416661636631578
47,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4336256926171717
19,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4427258001883473
30,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4784195628376161
46,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.45723222731479
10,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4634838407502019
38,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4451819445986277
14,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4542181542139702
22,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4619098687334397
42,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5,0.4620950356432876
26,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4704126435179047
8,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4517170143423973
18,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4478299774145452
28,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4705943064920347
9,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4537594562785199
16,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4458225407883553
25,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4539223430098406
12,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4388639102774381
24,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5,0.4469862319321517
20,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4308328449177633
48,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4794923428847921
17,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4902831733398914
40,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4461977174462431
36,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.5015087312773114
13,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4803496577595897
32,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4727707085857289
44,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4589788233644471
49,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4819983349015532
5,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5,0.4284551287418105
21,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4514927734343738
41,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.465690930710339
29,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4521834852176168
37,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5,0.4699475726095679
33,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4582579850626502
