seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
6,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,10,0.5,0.4735824400867471
7,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.438846627378983
2,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4524582034508179
3,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.458440482735113
1,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5,0.4700940730676984
0,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.481274665472909
5,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,10,0.5,0.4307224294680646
12,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4427307141948489
4,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.480725832135782
11,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4841897671824819
15,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4750170899127634
34,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4707667992289266
46,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4632469930093159
22,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4687416552754547
43,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4697338746070766
42,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,10,0.5,0.4680988080091239
31,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5,0.4461152888240712
18,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4519624760220047
10,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5,0.4726301926925628
23,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5,0.4471895078164803
38,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4507621952836016
14,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4616514753976467
19,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,0.5,0.4473160960943145
35,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,0.5,0.4500153651528293
