seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
2,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4928448936640121,0.466737320424831
7,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5168570189512369,0.4650446033107643
3,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5163660237081676,0.473872818061597
1,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4976763103106975,0.4561645244849605
0,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4380823153364136,0.4795645913583471
8,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.507180018275967,0.4706108984284685
12,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5031332737030412,0.4634067539091699
11,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4910884533898305,0.4718435567522831
47,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4822896816692485,0.4571142039861351
27,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4986015931587887,0.4754959585306879
26,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4998837124308088,0.4616712936308365
39,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4529286053822585,0.4726266615252483
35,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5345727318394223,0.4672098926293748
19,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5069568143820115,0.4690580150788841
23,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4998700128956045,0.4676904943274238
34,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5077275348756696,0.4602329073720496
43,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4942297206466347,0.4649932684975139
10,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5437792285965644,0.4713935853131231
14,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5815652929725158,0.4608690081642198
15,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4438639940149111,0.4663455489129749
31,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5608861949144637,0.4629399880916231
9,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4984142967217708,0.4632431490639099
17,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5005481824778223,0.4688221399109249
4,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5343049697414267,0.4666361033132588
42,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5360102053572948,0.4753725642438542
6,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5489770421655396,0.4716644600568361
22,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5382835355339686,0.4645443280557491
29,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4799507165671791,0.4646686095789339
30,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4811480371791741,0.4712859696287944
40,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5057492420888723,0.4710287020739715
38,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5057773105183616,0.4727907541118912
41,bernoulli,1,32,0.9,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5595431389989488,0.4605518441098004
