seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_knn,rmse_knn
0,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7517306098571638,0.2827910088440185
2,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.7924062272785596,0.2228887749243167
21,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6836952418468002,0.2726284318958931
34,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.7345698546647914,0.2848992038343786
3,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6658062447835772,0.2903002965721273
1,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6837658077997453,0.2985807778910706
4,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7082076474474992,0.2826370105764308
41,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.7109274496953809,0.2754656642107004
35,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.748365447815408,0.2496916389122291
5,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6636823918546852,0.285133151856404
8,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7080345911949685,0.2745972832829796
6,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7250398300584174,0.2801187733158604
45,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7037171624064948,0.2859801969282922
46,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7454311832867615,0.279414612289436
12,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7154796552778501,0.286823506668414
20,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.7786540622378839,0.2385628552722759
7,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7263552188552189,0.2680698248640023
16,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7077180350456126,0.2812179838607361
32,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7056575347530317,0.2715087577793051
28,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.713067422115256,0.2975732096784131
9,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.6955611998064829,0.285988507645964
40,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7017222313237221,0.2918017094631662
44,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.685578042938449,0.2741500426072013
36,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6917715062903774,0.2936226858037286
48,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7058830942958687,0.2843055053306709
24,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7007031448051342,0.2899594695444527
13,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7455454373960316,0.2709785936908281
39,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7120696864111498,0.2907383128734075
18,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7179830500737946,0.2751156265840632
23,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.7501718012928775,0.2535359837332154
11,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7113052255609909,0.2769779560057392
17,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7098969737944119,0.2756215608473065
31,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7363517734137679,0.2750116947244988
30,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7273354015856601,0.2718279880129302
38,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.6888759068689866,0.2929675420100421
49,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7313478014314835,0.2736349074442119
43,beta,54,none,1.0,1.0,pca,none,,54,31.0,50,0.7447678832447623,0.2496316849076586
42,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7700951403483048,0.2664294263541291
14,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7603062906410187,0.2683959491799268
27,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.725345511356808,0.2713227236732129
19,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7348639287481444,0.2654341825731969
22,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7146902007248397,0.2922841656760813
47,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6963192022341279,0.2908827331041242
15,beta,54,none,1.0,1.0,pca,none,,54,31.0,50,0.7703501033685257,0.2412786736150075
26,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7054631828978623,0.286763066704986
10,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.7263577227975963,0.2781031916136859
29,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6984934277047523,0.2902718711033553
25,beta,54,none,1.0,1.0,pca,none,,54,31.0,50,0.7864070486951842,0.2568905413351206
37,beta,54,none,1.0,1.0,pca,none,,54,30.0,50,0.7513674399775506,0.2761862064511699
33,beta,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6509606662818503,0.2976054691441525
